player,train_rows,val_rows,test_rows,status,model_path
Tolu Smith,0,0,0,skipped,
Duncan Robinson,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Duncan_Robinson.pkl
Miles Bridges,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Miles_Bridges.pkl
LaMelo Ball,32,7,7,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\LaMelo_Ball.pkl
Grant Williams,10,2,3,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Grant_Williams.pkl
Sion James,0,0,0,skipped,
Kon Knueppel,0,0,0,skipped,
Collin Sexton,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Collin_Sexton.pkl
Drew Peterson,17,4,3,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Drew_Peterson.pkl
Josh Green,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Josh_Green.pkl
Ryan Kalkbrenner,0,0,0,skipped,
Antonio Reeves,30,6,7,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Antonio_Reeves.pkl
Moussa Diabaté,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Moussa_Diabaté.pkl
Pat Connaughton,28,6,6,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Pat_Connaughton.pkl
Mason Plumlee,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Mason_Plumlee.pkl
Tre Mann,8,2,2,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Tre_Mann.pkl
Brandon Miller,18,4,4,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Brandon_Miller.pkl
KJ Simpson,24,5,6,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\KJ_Simpson.pkl
Tidjane Salaün,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Tidjane_Salaün.pkl
Liam McNeeley,0,0,0,skipped,
